carat,cut,color,clarity,price
0.47,4,1,SI1,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,IF,0.764
0.4,2,1,VS2,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,IF,0.764
0.45,4,1,SI2,0.764
0.33,3,2,VVS1,0.764
0.3,2,1,VVS1,0.764
0.34,2,2,VS1,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,IF,0.764
0.3,2,1,IF,0.764
0.41,2,2,SI1,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,IF,0.764
0.38,4,1,VS1,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,IF,0.764
0.3,2,1,VVS1,0.764
0.34,2,2,VS1,0.764
0.3,2,1,IF,0.764
0.3,2,1,VVS1,0.764
0.3,2,1,IF,0.764
0.3,2,1,VVS1,0.764
0.4,2,2,SI2,0.764
0.3,2,1,IF,0.764
0.3,2,1,IF,0.764
0.31,4,2,VVS1,0.763
0.37,2,2,VS2,0.763
0.31,4,2,VVS1,0.763
0.37,2,2,VS2,0.763
0.32,5,1,IF,0.763
0.43,2,1,SI1,0.763
0.41,2,1,SI1,0.763
0.35,4,2,VS1,0.763
0.3,3,2,VVS1,0.763
0.3,2,2,VVS1,0.763
0.33,5,2,VS2,0.762
0.37,2,2,VS2,0.762
0.3,2,2,VS2,0.762
0.44,2,2,SI1,0.761
0.31,4,1,VVS1,0.761
0.42,2,2,SI1,0.761
0.42,4,1,SI1,0.761
0.31,3,1,VVS1,0.761
0.33,2,2,VVS2,0.761
0.31,5,1,IF,0.761
0.33,2,2,VVS2,0.761
0.31,2,1,IF,0.761
0.33,2,1,VVS2,0.761
0.3,5,1,VVS1,0.761
0.33,2,2,VVS2,0.761
0.36,2,1,VS1,0.761
0.33,2,2,VVS2,0.761
0.31,2,2,VVS2,0.761
0.34,2,2,VS1,0.76
0.35,4,2,VS1,0.76
0.43,4,2,SI1,0.76
0.27,2,2,VVS1,0.76
0.42,2,1,VS2,0.76
0.41,2,2,SI2,0.76
0.43,2,2,SI1,0.76
0.27,2,2,VVS2,0.76
0.42,2,2,SI1,0.76
0.27,2,2,VVS2,0.76
0.27,2,2,IF,0.76
0.34,2,2,VS2,0.76
0.27,2,2,VVS2,0.76
0.27,2,2,VVS2,0.76
0.4,4,1,VS1,0.76
0.27,2,2,IF,0.76
0.43,2,2,SI1,0.76
0.42,2,1,SI1,0.76
0.27,2,2,IF,0.76
0.27,4,2,IF,0.76
0.27,2,2,IF,0.76
0.41,3,2,SI1,0.76
0.44,5,1,SI2,0.759
0.44,5,1,SI2,0.759
0.38,2,1,VS1,0.759
0.36,4,2,VS2,0.759
0.3,4,2,VVS2,0.759
0.41,2,1,SI1,0.759
0.31,2,2,VVS2,0.759
0.44,5,1,SI2,0.759
0.41,2,1,SI1,0.759
0.37,2,2,VS2,0.759
0.36,2,2,VS2,0.759
0.4,2,1,VVS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS1,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,5,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS1,0.758
0.32,2,2,VS1,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS1,0.758
0.32,4,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS1,0.758
0.32,2,2,VS1,0.758
0.32,2,2,VS2,0.758
0.41,3,2,SI1,0.758
0.32,2,2,VS2,0.758
0.46,2,2,SI2,0.758
0.32,5,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,4,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.32,4,2,VS2,0.758
0.32,2,2,VS1,0.758
0.36,5,1,IF,0.758
0.32,2,2,VS2,0.758
0.32,5,2,VS2,0.758
0.32,2,2,VS2,0.758
0.4,2,1,VVS2,0.758
0.32,2,2,VS2,0.758
0.4,2,1,IF,0.758
0.32,2,2,VS2,0.758
0.32,2,2,VS2,0.758
0.31,2,2,VS2,0.757
0.34,5,2,VS1,0.757
0.31,1,2,VVS2,0.757
0.31,2,2,VS2,0.757
0.38,2,1,VS2,0.757
0.37,5,2,VS2,0.757
0.31,2,2,VS2,0.757
0.37,4,2,VS2,0.757
0.32,2,2,SI1,0.756
0.42,4,2,SI1,0.756
0.32,5,2,SI1,0.756
0.31,2,2,VS2,0.756
0.36,5,1,VS2,0.756
0.32,2,2,SI1,0.756
0.32,3,2,VS1,0.756
0.32,2,2,SI1,0.756
0.32,5,2,SI1,0.756
0.32,2,2,SI1,0.756
0.32,2,2,SI1,0.756
0.45,1,1,SI1,0.756
0.32,2,2,SI1,0.756
0.32,2,2,SI1,0.756
0.32,2,2,SI1,0.756
0.32,5,2,SI1,0.756
0.32,2,2,SI1,0.756
0.44,3,2,SI1,0.756
0.32,2,2,SI1,0.756
0.32,5,2,SI1,0.756
0.35,2,1,VVS2,0.756
0.4,4,2,SI1,0.756
0.4,4,1,VS1,0.756
0.42,4,2,SI1,0.756
0.32,3,2,SI1,0.756
0.32,2,2,SI1,0.756
0.32,2,2,SI1,0.756
0.36,5,2,SI1,0.756
0.32,4,2,SI1,0.756
0.32,4,2,SI1,0.756
0.32,2,2,SI1,0.756
0.32,4,2,SI1,0.756
0.32,5,2,SI1,0.756
0.32,4,2,SI1,0.756
0.32,5,2,SI1,0.756
0.42,4,2,SI1,0.756
0.44,3,2,SI1,0.756
0.32,2,2,SI1,0.756
0.44,3,2,SI1,0.756
0.32,2,2,SI1,0.756
0.32,2,2,SI1,0.756
0.32,4,2,SI1,0.756
0.32,5,2,SI1,0.756
0.32,3,2,VS1,0.756
0.35,2,1,VVS1,0.756
0.32,5,2,SI1,0.756
0.32,3,2,SI1,0.756
0.32,2,1,VVS1,0.756
0.42,2,1,SI1,0.756
0.32,5,1,VVS1,0.756
0.42,4,2,SI1,0.756
0.32,5,2,SI1,0.756
0.32,5,2,SI1,0.756
0.32,2,1,VVS1,0.756
0.32,2,2,VS1,0.756
0.32,2,2,SI1,0.756
0.32,5,2,SI1,0.756
0.42,2,2,SI1,0.756
0.32,2,1,VVS1,0.756
0.32,5,1,VVS1,0.756
0.31,2,1,VVS1,0.755
0.41,4,2,SI1,0.755
0.41,2,2,SI1,0.755
0.41,2,2,SI1,0.755
0.41,3,1,VS1,0.755
0.41,5,2,SI1,0.755
0.38,4,1,SI1,0.755
0.41,5,2,SI1,0.755
0.41,5,2,SI1,0.755
0.41,2,2,SI1,0.755
0.38,4,1,SI1,0.755
0.41,3,1,VS2,0.755
0.41,5,2,SI1,0.755
0.41,4,2,SI1,0.755
0.41,2,2,SI1,0.755
0.3,4,2,VS1,0.755
0.41,2,2,SI1,0.755
0.31,4,1,VVS1,0.755
0.31,2,1,VVS1,0.755
0.41,3,2,SI1,0.755
0.31,2,2,VVS2,0.755
0.41,3,2,SI1,0.755
0.38,4,1,SI1,0.755
0.41,5,2,SI1,0.755
0.31,2,2,VVS2,0.755
0.41,3,2,SI1,0.755
0.41,3,2,SI1,0.755
0.42,4,1,VS2,0.755
0.41,4,2,SI1,0.755
0.41,5,2,SI1,0.755
0.31,2,2,VVS2,0.755
0.41,3,2,SI1,0.755
0.41,3,2,SI1,0.755
0.41,4,2,SI1,0.755
0.41,4,2,SI1,0.755
0.41,5,2,SI1,0.755
0.41,4,2,SI1,0.755
0.41,4,2,SI1,0.755
0.41,2,2,SI1,0.755
0.41,5,2,SI1,0.755
0.41,4,2,SI1,0.755
0.41,4,2,SI1,0.755
0.41,4,2,SI1,0.755
0.41,4,1,VVS2,0.754
0.41,3,1,VS1,0.754
0.3,4,2,VVS2,0.754
0.37,2,1,IF,0.754
0.31,4,2,VVS2,0.754
0.3,2,2,VS1,0.754
0.3,4,2,VVS2,0.754
0.43,4,1,SI1,0.754
0.38,2,1,VS1,0.754
0.34,3,2,VS2,0.754
0.37,2,1,IF,0.754
0.31,4,2,VVS2,0.754
0.42,4,1,SI1,0.754
0.43,4,1,SI1,0.754
0.33,2,1,VVS2,0.754
0.43,4,1,SI1,0.754
0.31,2,2,VS1,0.754
0.43,4,1,SI1,0.754
0.41,2,2,SI1,0.753
0.41,4,2,SI1,0.753
0.34,2,2,VS2,0.753
0.3,2,1,VVS1,0.753
0.3,2,1,VVS1,0.753
0.3,2,1,VVS1,0.753
0.36,2,2,VS1,0.753
0.41,2,1,VVS2,0.753
0.36,4,1,VVS2,0.753
0.36,4,1,VVS1,0.753
0.42,4,2,SI1,0.753
0.41,2,1,VS1,0.753
0.3,4,1,VVS1,0.753
0.4,5,1,VS2,0.753
0.4,5,1,VS2,0.753
0.38,4,2,VS2,0.752
0.39,2,1,VS1,0.752
0.38,4,1,VVS1,0.752
0.33,4,1,VVS2,0.752
0.3,5,2,VVS2,0.752
0.27,3,2,VVS1,0.752
0.33,5,1,VVS2,0.752
0.33,2,1,VVS2,0.752
0.33,5,1,VVS2,0.752
0.33,5,1,VVS2,0.752
0.3,4,2,VVS2,0.752
0.38,3,2,VS2,0.752
0.33,4,1,VVS2,0.752
0.33,2,1,VVS2,0.752
0.33,2,1,VVS1,0.752
0.33,4,1,VVS2,0.752
0.3,3,2,VVS1,0.752
0.31,2,2,VS1,0.752
0.33,2,1,VVS2,0.752
0.33,5,1,VVS2,0.752
0.33,2,1,VVS1,0.752
0.27,2,2,VVS1,0.752
0.24,2,2,VVS1,0.752
0.27,5,2,VVS2,0.752
0.27,2,2,VVS1,0.752
0.33,2,1,VVS1,0.752
0.33,2,1,VVS2,0.752
0.33,4,1,VVS2,0.752
0.31,4,2,VVS1,0.752
0.33,5,1,VVS2,0.752
0.27,2,2,VVS2,0.752
0.33,5,1,VVS2,0.752
0.33,4,1,VVS2,0.752
0.33,5,1,VVS1,0.752
0.33,2,1,VVS2,0.752
0.33,4,1,VVS2,0.752
0.3,3,2,VVS2,0.752
0.3,2,2,VVS2,0.751
0.34,2,1,VVS1,0.751
0.38,2,2,VS2,0.751
0.34,2,1,VVS1,0.751
0.34,2,1,VVS2,0.751
0.4,2,1,VVS2,0.751
0.33,2,2,VVS2,0.75
0.4,3,1,VVS2,0.75
0.34,5,2,SI1,0.75
0.41,2,1,VS1,0.75
0.39,2,1,VVS2,0.75
0.34,2,2,SI1,0.75
0.37,5,1,VS1,0.749
0.31,2,2,VS2,0.749
0.31,3,2,VS2,0.749
0.31,3,2,VS2,0.749
0.31,2,2,VS2,0.749
0.34,2,2,VS1,0.749
0.31,5,2,VS2,0.749
0.37,5,1,VS2,0.749
0.31,2,2,VVS1,0.749
0.31,5,2,VS2,0.749
0.41,3,2,VS2,0.749
0.34,2,2,VS1,0.749
0.31,4,1,VVS1,0.749
0.31,5,2,VS2,0.749
0.31,2,2,VS2,0.749
0.34,2,2,VS1,0.749
0.31,4,2,VS2,0.749
0.31,5,1,VS1,0.749
0.31,2,1,VS1,0.749
0.31,4,2,VVS2,0.749
0.31,2,2,VS2,0.749
0.31,2,2,VS2,0.749
0.37,5,1,VS2,0.749
0.31,4,1,VS1,0.749
0.31,5,2,VS2,0.749
0.45,2,1,VS2,0.748
0.32,4,2,VVS1,0.748
0.35,3,2,SI1,0.748
0.35,5,2,SI1,0.748
0.35,2,2,SI1,0.748
0.35,5,2,SI1,0.748
0.35,4,2,SI1,0.748
0.39,2,1,SI1,0.748
0.29,2,2,IF,0.748
0.41,3,1,SI1,0.748
0.35,2,2,SI1,0.748
0.35,2,2,SI1,0.748
0.35,2,2,VS1,0.747
0.37,2,2,SI1,0.747
0.36,2,2,VS1,0.747
0.3,2,1,VVS1,0.747
0.3,2,1,VVS1,0.747
0.41,2,1,VS2,0.747
0.35,2,2,VS2,0.747
0.37,5,2,VS2,0.746
0.38,4,2,VS1,0.746
0.37,4,2,VS2,0.746
0.37,5,1,VS1,0.746
0.37,4,1,VS1,0.746
0.37,4,1,VS1,0.746
0.39,2,1,VS2,0.746
0.38,5,1,SI1,0.746
0.4,4,1,VS2,0.746
0.37,2,2,SI1,0.746
0.39,5,1,VS2,0.746
0.37,5,2,VS2,0.746
0.37,4,1,VVS2,0.746
0.38,5,1,SI1,0.746
0.36,2,1,VS1,0.746
0.39,5,1,SI2,0.746
0.37,2,2,VS2,0.746
0.37,3,1,VS1,0.746
0.37,4,2,VS2,0.746
0.37,5,2,VS2,0.746
0.37,5,2,VS2,0.746
0.36,2,1,VS1,0.746
0.37,2,2,VS2,0.746
0.37,5,1,VS1,0.746
0.38,2,1,SI1,0.746
0.37,5,2,VS2,0.746
0.39,4,1,VS2,0.746
0.37,5,2,VS2,0.746
0.37,5,2,VS2,0.746
0.37,2,2,VS2,0.746
0.37,5,1,VVS2,0.746
0.37,2,1,SI1,0.745
0.34,2,2,VS1,0.745
0.43,2,2,SI1,0.745
0.34,2,2,VS2,0.745
0.34,2,2,VS2,0.745
0.34,4,2,VS2,0.745
0.35,4,1,VVS1,0.745
0.34,2,2,VS2,0.745
0.32,2,2,VS1,0.745
0.34,5,2,VS1,0.745
0.34,4,2,VS2,0.745
0.34,5,2,VS2,0.745
0.34,4,2,VS2,0.745
0.39,2,1,VS2,0.745
0.34,5,2,VS2,0.745
0.4,2,1,SI2,0.745
0.34,2,2,VS2,0.745
0.34,2,2,VS2,0.745
0.34,2,2,VS2,0.745
0.34,2,2,VS2,0.745
0.34,5,2,VS2,0.745
0.35,2,2,VVS2,0.745
0.34,2,2,VS1,0.745
0.39,2,1,VS2,0.745
0.31,2,2,VS2,0.745
0.34,2,2,VS2,0.745
0.38,2,1,VVS1,0.744
0.41,2,2,SI1,0.744
0.41,2,2,SI1,0.744
0.35,2,2,SI1,0.744
0.41,2,2,SI1,0.744
0.31,2,2,VS1,0.744
0.38,4,2,VS2,0.744
0.41,2,2,SI1,0.744
0.31,3,2,VS2,0.744
0.35,2,2,VS2,0.744
0.32,4,2,VVS2,0.744
0.33,2,1,VS2,0.743
0.33,2,1,VS1,0.743
0.33,2,1,VS2,0.743
0.33,5,1,VS2,0.743
0.33,5,1,VVS2,0.743
0.33,5,1,VVS2,0.743
0.33,5,1,VS2,0.743
0.33,2,2,SI1,0.743
0.33,5,1,VS1,0.743
0.33,2,1,VS1,0.743
0.33,5,1,VVS2,0.743
0.33,5,1,VS2,0.743
0.42,2,2,SI1,0.743
0.38,2,1,VS2,0.743
0.33,2,1,VS2,0.743
0.33,5,2,SI1,0.743
0.33,2,1,VS1,0.743
0.33,2,1,VS2,0.743
0.33,5,1,VS1,0.743
0.33,5,2,SI1,0.743
0.33,5,1,VS1,0.743
0.33,5,1,VS2,0.743
0.33,5,1,VS2,0.743
0.33,5,1,VS2,0.743
0.33,5,2,SI1,0.743
0.33,5,1,VS2,0.743
0.33,2,1,VS2,0.743
0.33,5,2,SI1,0.743
0.42,4,2,SI1,0.743
0.3,2,2,VVS2,0.743
0.33,5,1,VVS2,0.743
0.33,5,2,SI1,0.743
0.33,3,2,SI1,0.743
0.33,5,1,VS1,0.743
0.33,5,1,VS2,0.743
0.33,5,1,VS2,0.743
0.33,2,1,VS2,0.743
0.33,2,1,VS2,0.743
0.33,2,1,VS1,0.743
0.33,5,1,VS2,0.743
0.33,5,2,SI1,0.743
0.35,2,1,VVS1,0.743
0.33,3,1,VVS2,0.743
0.33,2,1,VS1,0.743
0.33,4,2,SI1,0.743
0.33,5,2,SI1,0.743
0.33,5,2,SI1,0.743
0.33,2,1,VS2,0.743
0.33,2,2,SI1,0.743
0.33,2,2,SI1,0.743
0.33,2,1,VS2,0.743
0.33,5,1,VS2,0.743
0.39,3,1,VS2,0.743
0.33,5,1,VS1,0.743
0.33,5,1,VS1,0.743
0.3,1,2,VVS2,0.743
0.38,2,1,VS2,0.743
0.33,2,1,VS1,0.743
0.33,5,1,VS1,0.743
0.33,2,1,VS2,0.743
0.41,2,1,VS2,0.743
0.33,2,1,VS1,0.743
0.33,5,1,VS2,0.743
0.33,5,2,SI1,0.743
0.31,2,1,VVS1,0.743
0.33,5,1,VS2,0.743
0.33,5,1,VS2,0.743
0.33,5,2,SI1,0.743
0.33,2,1,VVS2,0.743
0.33,5,1,VS1,0.743
0.33,5,1,VVS2,0.743
0.33,2,1,VVS2,0.743
0.33,2,2,SI1,0.743
0.33,5,1,VS1,0.743
0.3,4,2,VVS2,0.743
0.33,2,1,VVS2,0.743
0.33,5,2,SI1,0.743
0.33,5,1,VS1,0.743
0.33,2,1,VS2,0.743
0.3,4,2,VS1,0.742
0.3,2,2,VVS2,0.742
0.43,2,2,SI2,0.742
0.3,2,2,VS1,0.742
0.3,2,2,VS1,0.742
0.3,2,2,VVS2,0.742
0.3,4,2,VVS2,0.742
0.3,2,2,VVS2,0.742
0.36,2,2,VS2,0.742
0.3,3,2,IF,0.742
0.3,2,2,VVS2,0.742
0.3,2,2,VVS2,0.742
0.3,4,2,VS1,0.742
0.4,3,2,VS1,0.742
0.31,3,2,VVS1,0.742
0.33,4,2,VS1,0.742
0.3,2,2,VS1,0.742
0.36,4,2,VVS2,0.742
0.3,2,2,VVS2,0.742
0.32,2,2,VVS2,0.741
0.4,4,1,VS1,0.741
0.39,4,1,VS1,0.741
0.35,2,1,VS1,0.741
0.4,2,1,SI1,0.741
0.38,2,1,VS2,0.741
0.4,2,1,SI1,0.741
0.33,5,2,VVS2,0.741
0.3,2,2,VVS2,0.741
0.36,4,2,VS2,0.741
0.4,2,2,SI1,0.741
0.33,2,2,VVS2,0.741
0.33,4,2,VS1,0.741
0.3,5,2,VVS2,0.741
0.36,4,1,VS1,0.741
0.47,2,1,SI1,0.74
0.39,2,1,VS1,0.74
0.25,5,2,VVS2,0.74
0.25,5,2,IF,0.74
0.25,5,2,VVS2,0.74
0.25,5,2,VVS1,0.74
0.33,5,2,VS2,0.74
0.34,4,1,VVS2,0.74
0.25,4,2,VVS2,0.74
0.25,5,2,VVS1,0.74
0.25,5,2,VVS2,0.74
0.25,5,2,VVS1,0.74
0.34,2,1,VVS1,0.74
0.25,2,2,VVS2,0.74
0.25,2,2,VVS1,0.74
0.25,2,2,VVS2,0.74
0.31,1,2,VVS1,0.74
0.25,5,2,VVS2,0.74
0.38,4,2,VS2,0.74
0.25,5,2,VVS1,0.74
0.31,5,1,IF,0.739
0.43,5,2,SI1,0.739
0.3,3,2,VVS1,0.739
0.35,3,2,SI1,0.739
0.43,3,2,SI1,0.739
0.43,3,2,SI1,0.739
0.41,3,1,SI1,0.739
0.32,2,2,VVS2,0.739
0.25,2,2,IF,0.739
0.43,3,2,SI1,0.739
0.32,2,2,VS1,0.739
0.43,3,2,SI1,0.739
0.43,5,2,SI1,0.739
0.34,4,2,VS1,0.739
0.33,4,2,VVS2,0.739
0.36,3,2,VS2,0.739
0.33,2,2,VS1,0.739
0.41,3,2,SI1,0.738
0.33,2,2,VS2,0.738
0.35,1,2,VVS2,0.738
0.41,3,2,SI1,0.738
0.35,1,2,VVS2,0.738
0.36,2,2,VS2,0.738
0.37,3,2,SI1,0.738
0.33,2,2,VS2,0.738
0.33,2,2,VS2,0.738
0.33,2,2,VS2,0.738
0.41,4,2,VS2,0.738
0.41,3,2,SI1,0.738
0.33,2,2,VS1,0.738
0.37,4,2,VS1,0.738
0.41,3,2,SI1,0.738
0.33,2,2,VS1,0.738
0.41,3,2,SI1,0.738
0.41,4,2,SI1,0.738
0.33,2,2,VS1,0.738
0.29,4,2,SI1,0.737
0.4,2,2,SI1,0.737
0.4,3,2,SI1,0.737
0.4,4,2,SI1,0.737
0.3,5,2,VVS2,0.737
0.42,4,1,SI1,0.737
0.4,5,2,SI1,0.737
0.4,5,2,SI1,0.737
0.3,5,2,VVS2,0.737
0.3,5,2,VVS2,0.737
0.3,5,2,VVS2,0.737
0.42,4,1,SI1,0.737
0.3,2,1,VVS1,0.737
0.4,4,2,SI1,0.737
0.4,2,2,SI1,0.737
0.4,4,2,SI1,0.737
0.4,4,2,SI1,0.737
0.4,3,2,SI1,0.737
0.3,5,2,VVS2,0.737
0.4,4,1,VS1,0.737
0.4,5,2,SI1,0.737
0.4,5,2,SI1,0.737
0.37,2,2,VS2,0.737
0.39,3,1,VS1,0.737
0.4,4,2,SI1,0.737
0.4,5,2,SI1,0.737
0.4,5,2,SI1,0.737
0.4,4,2,SI1,0.737
0.3,4,1,VVS1,0.737
0.4,3,1,VS1,0.737
0.4,4,2,SI1,0.737
0.4,5,2,SI1,0.737
0.4,5,2,SI1,0.737
0.4,4,2,SI1,0.737
0.4,5,2,SI1,0.737
0.4,2,2,SI1,0.737
0.4,4,2,SI1,0.737
0.4,5,2,SI1,0.737
0.3,4,1,VVS1,0.737
0.3,5,1,VVS1,0.737
0.4,2,2,SI1,0.737
0.38,2,1,VVS2,0.737
0.4,2,2,SI1,0.737
0.4,2,2,SI1,0.737
0.42,3,1,SI1,0.737
0.35,2,1,IF,0.737
0.4,4,1,VS1,0.737
0.3,4,2,VVS2,0.737
0.42,4,1,SI1,0.737
0.4,4,2,SI1,0.737
0.42,5,1,SI1,0.737
0.4,4,1,VS2,0.737
0.4,2,1,VS1,0.736
0.4,2,1,SI1,0.736
0.4,2,1,VS1,0.736
0.33,2,2,SI1,0.736
0.4,2,1,VS1,0.736
0.3,2,2,VS2,0.736
0.3,2,2,VS1,0.736
0.3,2,2,VVS2,0.736
0.32,2,2,VS1,0.736
0.31,4,2,VS1,0.736
0.3,2,1,VVS1,0.735
0.36,2,1,IF,0.735
0.42,4,2,SI1,0.735
0.42,3,2,SI1,0.735
0.41,4,1,SI1,0.735
0.36,2,1,IF,0.735
0.41,1,1,VS1,0.735
0.41,2,2,SI1,0.735
0.36,2,1,IF,0.735
0.3,2,2,VS1,0.735
0.3,2,1,VVS1,0.735
0.34,2,1,VVS2,0.735
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS1,0.734
0.31,5,2,VS2,0.734
0.31,5,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,5,2,VS1,0.734
0.4,3,1,VS1,0.734
0.31,2,2,VS2,0.734
0.39,2,2,VS2,0.734
0.31,2,2,VS1,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS1,0.734
0.31,2,2,VS2,0.734
0.31,5,2,VS2,0.734
0.31,4,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,5,2,VS1,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS1,0.734
0.31,2,2,VS2,0.734
0.31,5,2,VS1,0.734
0.31,2,2,VS2,0.734
0.31,5,2,VS1,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS1,0.734
0.31,2,2,VS1,0.734
0.31,2,2,VS2,0.734
0.31,4,2,VS2,0.734
0.31,5,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.39,4,1,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,5,2,VS1,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS1,0.734
0.39,3,1,VS2,0.734
0.31,4,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS1,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS1,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.39,4,1,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,5,2,VS2,0.734
0.31,2,2,VS2,0.734
0.31,2,2,VS2,0.734
0.44,3,1,SI1,0.733
0.35,4,1,VVS1,0.733
0.38,5,2,SI1,0.733
0.26,2,2,VVS1,0.733
0.38,4,2,SI1,0.733
0.26,2,2,VVS2,0.733
0.38,5,2,SI1,0.733
0.31,2,2,VS1,0.733
0.26,2,2,IF,0.733
0.38,4,2,SI1,0.733
0.44,2,1,SI1,0.733
0.32,2,1,VVS1,0.732
0.31,5,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,5,2,SI1,0.732
0.31,5,2,SI1,0.732
0.31,5,2,SI1,0.732
0.41,3,1,SI2,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.44,2,1,VS2,0.732
0.31,4,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,5,1,VVS1,0.732
0.31,5,2,SI1,0.732
0.31,4,2,SI1,0.732
0.31,4,2,SI1,0.732
0.31,5,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,5,2,SI1,0.732
0.31,2,1,VVS1,0.732
0.31,3,2,SI1,0.732
0.31,3,2,SI1,0.732
0.31,2,2,SI1,0.732
0.3,5,2,VS1,0.732
0.31,2,1,VVS1,0.732
0.41,3,1,VS2,0.732
0.31,5,2,SI1,0.732
0.31,2,1,VVS1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,4,2,SI1,0.732
0.31,4,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,5,2,SI1,0.732
0.31,4,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,4,2,SI1,0.732
0.31,5,2,SI1,0.732
0.31,5,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,1,VVS1,0.732
0.31,4,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.31,2,2,SI1,0.732
0.4,5,1,VS1,0.731
0.3,2,2,VVS2,0.731
0.43,4,1,VS2,0.731
0.3,2,2,VS1,0.731
0.3,3,2,VS1,0.731
0.3,2,2,VS1,0.731
0.41,2,1,SI2,0.731
0.3,2,2,VVS2,0.731
0.4,2,2,SI2,0.731
0.45,4,2,SI2,0.731
0.3,2,2,VVS2,0.731
0.3,5,2,VS1,0.731
0.3,2,2,VS1,0.731
0.3,5,2,VS2,0.731
0.29,4,2,VVS1,0.731
0.29,4,2,VVS1,0.731
0.33,2,1,VVS1,0.73
0.32,4,1,VVS1,0.73
0.34,4,2,VS2,0.73
0.32,5,1,VVS2,0.73
0.32,2,1,VVS2,0.73
0.32,4,1,VVS2,0.73
0.3,4,2,VVS2,0.73
0.32,2,1,VVS2,0.73
0.32,2,1,VVS2,0.73
0.32,2,1,VVS2,0.73
0.32,2,1,VVS2,0.73
0.32,4,1,VVS2,0.73
0.32,2,1,VVS2,0.73
0.32,2,1,VVS2,0.73
0.33,2,1,VVS1,0.73
0.32,2,1,VVS1,0.73
0.32,5,1,VVS1,0.73
0.32,2,1,VVS2,0.73
0.32,2,1,VVS2,0.73
0.33,2,1,VVS2,0.73
0.32,2,1,VVS2,0.73
0.32,2,1,VVS2,0.73
0.34,2,2,VS2,0.73
0.32,2,1,VVS1,0.73
0.34,4,2,VS2,0.73
0.32,2,1,VVS2,0.73
0.32,2,1,VVS2,0.73
0.32,2,1,VVS1,0.73
